time_stamp,sensor_index,humidity,temperature,pm2.5_alt,sensor_id
1731070200,220759,100.0,-233.0,22.7,220759
1730184600,220759,100.0,-233.0,16.5,220759
1730216400,220759,97.6,-233.0,16.8,220759
1730218800,220759,86.0,-233.0,15.0,220759
1730232600,220759,45.4,-233.0,12.5,220759
1730668800,220759,55.8,-233.0,11.1,220759
1730645400,220759,59.2,-233.0,4.8,220759
1730606400,220759,71.6,-233.0,9.3,220759
1730646600,220759,56.2,-233.0,4.1,220759
1730677200,220759,79.0,-233.0,7.3,220759
1730636400,220759,73.6,-233.0,5.5,220759
1730613000,220759,73.0,-233.0,7.7,220759
1731042600,220759,99.0,-233.0,15.5,220759
1730894400,220759,100.0,-233.0,3.8,220759
1730877600,220759,100.0,-233.0,2.4,220759
1730904600,220759,100.0,-233.0,10.8,220759
1730884200,220759,100.0,-233.0,3.3,220759
1730882400,220759,100.0,-233.0,3.2,220759
1731075600,220759,100.0,-233.0,17.4,220759
1730998800,220759,80.8,-233.0,2.9,220759
1730977200,220759,100.0,-233.0,3.5,220759
1731018600,220759,75.0,-233.0,4.2,220759
1730968800,220759,99.0,-233.0,4.4,220759
1730283600,220759,100.0,-233.0,21.3,220759
1730316600,220759,45.2,-233.0,9.2,220759
1730280000,220759,100.0,-233.0,20.6,220759
1730278200,220759,100.0,-233.0,20.7,220759
1730251200,220759,69.4,-233.0,15.5,220759
1730274600,220759,100.0,-233.0,19.1,220759
1730305200,220759,83.0,-233.0,12.4,220759
1730413200,220759,100.0,-233.0,3.9,220759
1730386800,220759,100.0,-233.0,3.9,220759
1730361600,220759,100.0,-233.0,5.2,220759
1730397000,220759,100.0,-233.0,2.4,220759
1730558400,220759,97.4,-233.0,6.5,220759
1730574000,220759,38.4,-233.0,4.5,220759
1730520000,220759,91.0,-233.0,9.5,220759
1730509200,220759,76.2,-233.0,9.7,220759
1730548200,220759,98.0,-233.0,9.3,220759
1730541000,220759,97.8,-233.0,8.2,220759
1730506800,220759,72.8,-233.0,10.8,220759
1730527800,220759,95.0,-233.0,8.5,220759
1730695800,220759,93.8,-233.0,7.5,220759
1730692800,220759,92.0,-233.0,7.4,220759
1730680800,220759,76.0,-233.0,6.8,220759
1730731200,220759,100.0,-233.0,7.9,220759
1730691600,220759,91.0,-233.0,7.2,220759
1730742000,220759,100.0,-233.0,5.6,220759
1730684400,220759,81.6,-233.0,6.4,220759
1730758200,220759,100.0,-233.0,12.9,220759
1730437800,220759,100.0,-233.0,1.2,220759
1730465400,220759,97.2,-233.0,6.6,220759
1730449200,220759,94.0,-233.0,1.6,220759
1730836200,220759,78.8,-233.0,3.7,220759
1730799600,220759,100.0,-233.0,2.4,220759
1730797200,220759,100.0,-233.0,2.4,220759
1730847000,220759,100.0,-233.0,5.2,220759
1730793600,220759,100.0,-233.0,2.3,220759
1730823600,220759,93.8,-233.0,4.6,220759
1730773200,220759,100.0,-233.0,4.1,220759
1730767200,220759,100.0,-233.0,5.7,220759
1730824200,220759,93.4,-233.0,4.6,220759
1730826600,220759,90.8,-233.0,4.4,220759
1730768400,220759,100.0,-233.0,7.6,220759
1731032400,220759,93.0,-233.0,27.9,220759
1730200200,220759,100.0,-233.0,20.0,220759
1730212800,220759,100.0,-233.0,18.5,220759
