time_stamp,sensor_index,humidity,temperature,pm2.5_atm,sensor_id
1731812400,220755,63.833,48.8,15.5065,220755
1730800800,220755,61.933,68.233,3.012,220755
1730822400,220755,53.034,73.6,6.7655,220755
1730836800,220755,43.633,77.8,4.741,220755
1730793600,220755,60.833,68.4,3.0475000000000003,220755
1730779200,220755,60.034,69.066,5.2635000000000005,220755
1730768400,220755,65.167,69.034,7.3645,220755
1731067200,220755,65.6,46.067,44.895,220755
1731038400,220755,62.3,50.6,24.311,220755
1731052800,220755,64.017,47.85,31.8825,220755
1731031200,220755,60.2,52.067,34.7455,220755
1731074400,220755,62.334,50.8,23.4385,220755
1731045600,220755,63.466,48.766,36.683,220755
1731085200,220755,42.133,59.933,4.489,220755
1731092400,220755,36.466,64.066,3.0705,220755
1731060000,220755,64.7,46.3,27.0445,220755
1732237200,220755,71.867,37.433,5.2085,220755
1732240800,220755,71.133,38.5,5.2385,220755
1732244400,220755,71.067,38.966,3.473,220755
1732233600,220755,73.633,36.334,2.7875,220755
1731967200,220755,59.2,66.733,16.6575,220755
1731891600,220755,55.566,62.334,18.487,220755
1731945600,220755,61.9,65.633,18.6865,220755
1731913200,220755,60.2,62.566,20.4735,220755
1731970800,220755,60.2,65.534,18.534,220755
1731895200,220755,58.067,61.2,21.3765,220755
1731906000,220755,60.9,60.834,22.8595,220755
1731927600,220755,63.734,61.867,23.175,220755
1731445200,220755,48.533,52.767,3.039,220755
1731423600,220755,53.967,50.0,1.7105,220755
1731430800,220755,48.266,53.534,2.664,220755
1731427200,220755,50.333,52.733,2.4575,220755
1731420000,220755,56.334,48.534,1.786,220755
1731384000,220755,52.633,48.8,1.4055,220755
1731438000,220755,48.1,53.933,3.8555,220755
1732219200,220755,68.767,35.9,5.3665,220755
1732212000,220755,61.333,35.233,5.018,220755
1732154400,220755,51.6,43.9,0.622,220755
1732204800,220755,55.767,35.0,3.378,220755
1732190400,220755,69.534,34.4,4.633,220755
1732039200,220755,52.534,68.867,2.6485000000000003,220755
1732028400,220755,71.5,65.867,7.0835,220755
1732010400,220755,75.233,61.633,12.74,220755
1732014000,220755,74.367,62.6,12.663,220755
1732096800,220755,66.3,49.466,9.534,220755
1732071600,220755,59.5,58.534,12.6035,220755
1732125600,220755,52.633,49.834,0.873,220755
1732129200,220755,42.966,51.2,0.643,220755
1732118400,220755,67.534,44.467,0.6495,220755
1732078800,220755,62.166,56.0,19.498,220755
1732075200,220755,61.466,57.0,15.4375,220755
1732093200,220755,64.534,51.233,15.747,220755
1732064400,220755,56.933,60.6,10.4575,220755
1730736000,220755,58.934,71.567,8.189,220755
1730696400,220755,56.566,70.0,11.539,220755
1730761200,220755,65.144,69.612,6.823,220755
1730746800,220755,65.966,69.867,9.4895,220755
1731261600,220755,53.733,67.867,2.4085,220755
1731200400,220755,45.1,59.8,7.7535,220755
1731258000,220755,64.233,66.834,3.008,220755
1731232800,220755,73.166,58.067,16.1685,220755
1731279600,220755,46.034,67.5,3.828,220755
1731214800,220755,47.3,59.966,8.853,220755
1731254400,220755,70.834,65.4,4.6065000000000005,220755
1731225600,220755,68.334,56.9,16.4925,220755
1731211200,220755,45.0,60.034,8.365,220755
1731268800,220755,43.034,69.1,2.4155,220755
1730664000,220755,42.2,72.267,6.832,220755
1730620800,220755,53.067,50.666,13.864999999999998,220755
1730674800,220755,50.6,70.0,10.9735,220755
1730660400,220755,39.867,73.3,5.564,220755
1730635200,220755,51.034,51.933,9.3795,220755
1730628000,220755,52.666,51.0,11.897,220755
1730667600,220755,43.933,71.367,8.483,220755
1730606400,220755,50.3,52.0,15.894,220755
1730527200,220755,60.867,46.067,17.74,220755
1730523600,220755,60.034,47.0,19.0275,220755
1730552400,220755,62.9,45.067,20.8735,220755
1730563200,220755,51.172,55.834,10.8205,220755
1731711600,220755,56.466,52.966,17.758499999999998,220755
1731639600,220755,70.733,53.034,28.0135,220755
1731686400,220755,64.0,52.8,11.9845,220755
1731679200,220755,67.267,52.034,23.02,220755
1731675600,220755,67.567,51.767,13.983,220755
1731466800,220755,57.733,45.966,9.928,220755
1731463200,220755,57.433,46.5,12.231,220755
1731520800,220755,45.4,58.466,10.578,220755
1731528000,220755,47.4,58.067,12.167,220755
1731524400,220755,45.867,58.767,11.5295,220755
1731164400,220755,51.0,58.0,13.0195,220755
1731171600,220755,44.1,62.667,9.331,220755
1731189600,220755,43.9,62.666,7.708,220755
1731110400,220755,42.7,57.8,20.9655,220755
1731139200,220755,54.867,50.767,14.6945,220755
1731132000,220755,50.133,52.534,12.017,220755
1731121200,220755,49.867,54.3,29.378500000000003,220755
1731315600,220755,60.233,51.9,1.766,220755
1731312000,220755,59.067,52.367,1.8935,220755
1731319200,220755,61.133,51.133,2.492,220755
1731348000,220755,49.2,61.233,2.881,220755
1731322800,220755,62.1,51.0,4.432,220755
1731283200,220755,46.0,64.7,1.0955,220755
1731358800,220755,43.6,63.4,2.169,220755
1730473200,220755,54.233,48.4,3.7415,220755
1730487600,220755,45.067,55.8,7.8575,220755
1730469600,220755,57.1,46.433,3.673,220755
1730998800,220755,51.2,58.1,5.19,220755
1730984400,220755,67.034,51.367,8.026499999999999,220755
1730941200,220755,63.933,59.8,8.6105,220755
1730948400,220755,63.1,58.0,6.9095,220755
1731564000,220755,74.3,54.933,8.7445,220755
1731614400,220755,68.934,57.0,6.016500000000001,220755
1731578400,220755,74.1,56.0,4.2965,220755
1731758400,220755,56.7,53.733,7.6835,220755
1731744000,220755,57.367,53.833,8.0335,220755
1731733200,220755,58.167,53.9,13.04,220755
1731722400,220755,59.1,54.0,21.51,220755
1731790800,220755,50.9,56.7,18.2915,220755
1731794400,220755,53.533,55.034,20.737,220755
1730919600,220755,55.666,71.367,7.3255,220755
1730854800,220755,72.934,68.166,2.6515000000000004,220755
1730916000,220755,59.367,70.666,8.8275,220755
1730869200,220755,75.066,66.833,1.393,220755
1731844800,220755,68.067,46.467,9.8085,220755
1731873600,220755,49.367,66.667,10.76,220755
1731884400,220755,53.367,63.067,16.427,220755
1731866400,220755,53.3,63.534,10.852,220755
1731852000,220755,65.6,50.7,10.645,220755
1731830400,220755,65.934,47.767,7.596999999999999,220755
1730844000,220755,62.0,71.067,6.659,220755
1730829600,220755,47.133,76.566,5.4825,220755
1730772000,220755,61.633,69.633,5.919499999999999,220755
1731063600,220755,64.966,46.0,37.852,220755
1731027600,220755,58.334,53.433,19.332,220755
1731103200,220755,34.567,62.867,2.967,220755
1731034800,220755,61.633,51.1,37.039,220755
1731056400,220755,64.4,47.0,30.1215,220755
1731096000,220755,32.567,64.567,2.1265,220755
1731078000,220755,56.433,55.033,17.572000000000003,220755
1731099600,220755,32.433,64.0,3.7675,220755
1731938400,220755,63.166,63.5,19.573,220755
1731949200,220755,65.4,65.466,21.0425,220755
1731902400,220755,59.667,61.367,24.7575,220755
1731888000,220755,54.133,63.0,16.8285,220755
1731402000,220755,57.834,45.0,0.7204999999999999,220755
1731394800,220755,56.367,46.233,0.9975,220755
1731434400,220755,47.166,54.067,3.0485,220755
1731412800,220755,58.767,45.2,0.994,220755
1731405600,220755,57.833,45.0,0.8165,220755
1731441600,220755,47.966,53.6,2.8725,220755
1731387600,220755,53.867,47.6,0.7035,220755
1731380400,220755,53.334,49.9,1.391,220755
1732183200,220755,67.034,36.2,7.153499999999999,220755
1732230000,220755,73.833,35.9,2.085,220755
1732147200,220755,42.3,47.867,0.2235,220755
1732003200,220755,72.867,60.8,19.572,220755
1731988800,220755,64.3,62.0,20.1455,220755
1732006800,220755,74.8,60.4,17.1545,220755
1732046400,220755,48.433,69.0,1.757,220755
1732021200,220755,75.5,63.034,13.117,220755
1731985200,220755,64.733,62.034,19.1515,220755
1732068000,220755,58.9,59.133,11.6,220755
1732114800,220755,70.167,42.9,0.724,220755
1732111200,220755,70.2,44.567,3.5025,220755
1732143600,220755,36.1,50.9,0.123,220755
1732082400,220755,61.633,55.8,22.497,220755
1730689200,220755,55.966,69.633,11.052,220755
1730700000,220755,56.867,69.2,11.3855,220755
1730754000,220755,66.367,69.966,7.4655,220755
1731218400,220755,50.834,59.533,8.899000000000001,220755
1731243600,220755,73.6,61.367,7.577,220755
1731204000,220755,45.567,59.567,7.17,220755
1731247200,220755,74.2,62.7,5.818,220755
1731250800,220755,72.967,64.267,5.9415,220755
1731222000,220755,60.7,58.133,11.674,220755
1731229200,220755,72.1,57.233,17.805,220755
1731236400,220755,73.5,59.567,9.268,220755
1730649600,220755,39.633,64.3,4.1355,220755
1730642400,220755,46.667,56.867,7.0440000000000005,220755
1730595600,220755,45.7,54.466,34.107,220755
1730599200,220755,48.433,53.334,18.753,220755
1730610000,220755,50.7,51.966,14.3885,220755
1730656800,220755,37.833,72.066,4.4655000000000005,220755
1730538000,220755,62.0,44.367,16.6535,220755
1730534400,220755,61.834,45.0,15.5525,220755
1730516400,220755,57.3,49.1,18.6485,220755
1730570400,220755,42.133,60.034,8.0095,220755
1730584800,220755,38.033,60.566,10.707,220755
1730509200,220755,53.367,51.466,17.4535,220755
1730577600,220755,34.667,62.8,4.5145,220755
1730566800,220755,46.933,57.933,10.4405,220755
1730548800,220755,63.1,43.0,20.9215,220755
1731643200,220755,70.133,53.0,28.8425,220755
1731682800,220755,64.867,52.867,15.67,220755
1731657600,220755,69.633,52.767,19.645,220755
1731693600,220755,59.966,53.7,17.43,220755
1731668400,220755,68.133,51.933,15.7175,220755
1731690000,220755,63.5,52.3,19.2745,220755
1731531600,220755,48.367,57.133,11.781,220755
1731517200,220755,45.966,57.4,10.7325,220755
1731481200,220755,57.0,45.1,3.549,220755
1731492000,220755,56.033,44.4,4.76,220755
1731535200,220755,54.6,56.0,13.341,220755
1731495600,220755,55.067,44.434,5.2965,220755
1731142800,220755,57.0,50.0,14.769,220755
1731193200,220755,44.433,60.7,7.503500000000001,220755
1731135600,220755,52.0,51.666,13.932,220755
1731178800,220755,40.633,65.067,7.9495,220755
1731175200,220755,41.367,64.667,8.2945,220755
1731186000,220755,40.9,64.3,6.837,220755
1731304800,220755,56.834,54.133,2.093,220755
1731290400,220755,50.966,59.3,0.634,220755
1731286800,220755,47.466,62.6,1.076,220755
1731340800,220755,54.166,57.933,5.3125,220755
1731355200,220755,45.034,63.467,2.344,220755
1731351600,220755,47.167,62.633,2.6985,220755
1731366000,220755,40.667,59.7,2.533,220755
1730462400,220755,59.6,45.0,2.9285,220755
1730458800,220755,59.334,45.567,4.097,220755
1730451600,220755,56.833,48.6,2.506,220755
1730440800,220755,56.333,51.3,1.0375,220755
1730466000,220755,59.7,45.5,3.789,220755
1730498400,220755,45.534,56.0,14.9855,220755
1730494800,220755,43.867,56.933,9.558,220755
1730448000,220755,55.434,49.0,2.619,220755
1731020400,220755,53.434,56.666,14.903,220755
1730959200,220755,62.034,56.834,8.8865,220755
1731009600,220755,49.6,58.466,4.6845,220755
1731016800,220755,49.966,58.4,8.475999999999999,220755
1730962800,220755,60.933,56.267,10.76,220755
1730955600,220755,62.0,57.133,7.782,220755
1731585600,220755,74.2,57.233,7.5585,220755
1731553200,220755,73.834,54.0,16.2375,220755
1731592800,220755,70.433,58.867,22.921,220755
1731625200,220755,71.166,53.834,11.2225,220755
1731542400,220755,69.1,53.466,15.823,220755
1731571200,220755,74.5,55.133,5.257,220755
1731549600,220755,70.534,54.4,15.9905,220755
1731560400,220755,74.2,54.2,12.937,220755
1731751200,220755,57.0,53.966,9.498,220755
1731747600,220755,56.966,53.133,8.033,220755
1731736800,220755,58.867,54.0,12.6585,220755
1731762000,220755,56.7,54.0,7.868500000000001,220755
1730865600,220755,75.0,67.4,2.3405,220755
1730923200,220755,56.633,70.8,7.188000000000001,220755
1730876400,220755,72.9,64.966,2.7165,220755
1730851200,220755,71.567,68.767,5.3995,220755
1730872800,220755,74.733,66.834,2.08,220755
1730930400,220755,62.0,65.2,11.291,220755
1731819600,220755,65.3,48.0,11.0415,220755
1731808800,220755,62.767,49.166,17.215,220755
1731826800,220755,66.066,47.767,7.670999999999999,220755
1731801600,220755,59.334,51.567,18.387,220755
1731880800,220755,51.933,64.334,13.57,220755
1731862800,220755,56.2,60.8,10.1295,220755
1731841200,220755,67.4,46.7,9.3915,220755
1731837600,220755,64.8,47.834,8.627,220755
1731805200,220755,61.433,50.267,15.6435,220755
1730818800,220755,56.9,71.6,6.911,220755
1730808000,220755,61.766,68.433,4.397,220755
1730804400,220755,62.0,68.034,3.002,220755
1730840400,220755,46.666,76.267,5.5605,220755
1730847600,220755,66.867,69.334,6.25,220755
1730790000,220755,59.434,68.8,3.4145,220755
1730826000,220755,50.3,75.267,6.3285,220755
1730811600,220755,61.067,69.133,5.13,220755
1730833200,220755,46.167,76.767,5.1605,220755
1730775600,220755,60.966,69.267,5.3365,220755
1731081600,220755,46.234,58.367,7.5755,220755
1731106800,220755,37.8,60.334,8.915,220755
1731024000,220755,55.767,55.05,16.46,220755
1731042000,220755,62.966,49.3,33.864999999999995,220755
1731920400,220755,62.767,62.0,22.6945,220755
1731952800,220755,62.733,66.9,18.9285,220755
1731956400,220755,63.0,67.133,17.611,220755
1731931200,220755,65.3,61.633,23.861,220755
1731963600,220755,59.1,67.6,16.1155,220755
1731934800,220755,64.1,62.1,21.522,220755
1731942000,220755,61.7,65.0,17.366500000000002,220755
1731452400,220755,53.166,49.767,6.625500000000001,220755
1731391200,220755,54.466,47.233,0.651,220755
1731369600,220755,44.633,57.166,4.6785,220755
