time_stamp,sensor_index,humidity,temperature,pm2.5_alt,sensor_id
1730940000,220757,64.0,61.0,5.6,220757
1730533800,220757,57.6,47.0,16.5,220757
1730528400,220757,57.0,48.0,13.6,220757
1730412600,220757,68.0,66.4,3.8,220757
1730374200,220757,67.8,69.2,7.2,220757
1730399400,220757,69.0,66.6,1.5,220757
1730405400,220757,69.4,68.0,2.5,220757
1730443200,220757,59.8,49.0,6.1,220757
1730468400,220757,64.2,44.0,2.4,220757
1730471400,220757,59.2,45.2,2.5,220757
1730480400,220757,53.0,50.8,3.3,220757
1730472600,220757,58.4,46.0,2.2,220757
1730436000,220757,62.8,51.8,1.0,220757
1730437200,220757,63.0,51.0,1.1,220757
1730653200,220757,35.6,67.2,2.9,220757
1730655600,220757,34.0,71.4,3.2,220757
1730674800,220757,48.2,71.0,8.9,220757
1730670000,220757,42.8,71.6,6.3,220757
1730656800,220757,36.5,70.75,3.4,220757
1730663400,220757,41.2,72.0,4.5,220757
1730666400,220757,41.0,72.2,5.0,220757
1730599800,220757,42.0,56.0,13.2,220757
1730649000,220757,39.5,62.0,4.1,220757
1730629200,220757,49.0,52.2,8.1,220757
1730632800,220757,48.4,53.0,7.5,220757
1730640600,220757,46.0,54.6,5.9,220757
1730624400,220757,49.0,53.0,8.8,220757
1730619600,220757,48.0,53.0,9.5,220757
1731068400,220757,65.2,46.0,21.6,220757
1731087600,220757,42.0,60.2,2.8,220757
1731042000,220757,61.8,49.8,42.9,220757
1730231400,220757,37.6,80.0,14.6,220757
1730182800,220757,64.6,64.2,17.8,220757
1730187600,220757,67.2,64.0,19.6,220757
1730221800,220757,46.2,76.8,15.7,220757
1730301600,220757,53.0,71.0,15.2,220757
1730250600,220757,47.2,73.0,17.1,220757
1730315400,220757,38.8,79.6,12.1,220757
1730311200,220757,41.0,78.0,12.0,220757
1730318400,220757,37.4,80.0,10.4,220757
1730275200,220757,61.0,68.8,21.9,220757
1730813400,220757,64.0,67.4,4.7,220757
1730796000,220757,63.2,67.2,3.3,220757
1730823000,220757,56.4,71.4,5.9,220757
1730772000,220757,61.2,69.8,4.8,220757
1730805600,220757,65.0,66.8,3.2,220757
1730794800,220757,62.8,67.2,3.2,220757
1730890200,220757,74.0,63.2,3.9,220757
1730878800,220757,75.6,63.2,2.8,220757
1730874000,220757,76.6,66.0,2.7,220757
1730931000,220757,60.8,65.8,5.2,220757
1730934000,220757,62.2,63.4,5.6,220757
1730899800,220757,72.6,65.8,16.8,220757
1730859600,220757,76.0,66.6,1.8,220757
1730739000,220757,59.2,70.0,6.1,220757
1730686200,220757,52.6,69.0,7.1,220757
1731012600,220757,48.0,59.4,2.8,220757
1730975400,220757,66.2,51.2,6.4,220757
1731021000,220757,52.0,57.0,10.1,220757
1730571600,220757,39.6,63.0,4.8,220757
1730578200,220757,32.0,66.6,4.0,220757
1730558400,220757,54.2,51.6,10.8,220757
1730553600,220757,60.0,46.4,57.8,220757
1730526600,220757,57.0,48.0,13.7,220757
1730562000,220757,50.0,55.8,7.7,220757
1730577600,220757,31.2,66.4,3.6,220757
1730411400,220757,68.6,66.6,3.2,220757
1730370600,220757,69.0,68.0,7.0,220757
1730389200,220757,73.4,66.0,2.1,220757
1730388000,220757,75.0,65.0,3.3,220757
1730418600,220757,68.8,65.6,6.2,220757
1730347200,220757,54.0,69.8,7.0,220757
1730445000,220757,58.8,48.2,3.0,220757
1730422200,220757,69.6,60.2,4.7,220757
1730677800,220757,49.8,70.8,7.3,220757
1730664600,220757,41.4,72.0,4.7,220757
1730670600,220757,43.6,71.0,6.8,220757
1730597400,220757,42.0,56.8,20.4,220757
1731040800,220757,61.8,50.0,35.1,220757
1731064800,220757,64.4,45.8,20.6,220757
1731078000,220757,61.0,52.6,10.6,220757
1731027600,220757,55.4,54.8,11.3,220757
1731055200,220757,63.0,48.0,35.7,220757
1731031200,220757,57.8,52.6,16.5,220757
1730243400,220757,43.8,76.0,17.8,220757
1730215800,220757,55.0,72.2,19.2,220757
1730218200,220757,50.0,75.0,15.1,220757
1730313600,220757,39.2,78.8,11.8,220757
1730281800,220757,66.0,65.8,24.2,220757
1730310600,220757,41.6,77.8,12.4,220757
1730295000,220757,67.0,65.0,21.7,220757
1730296800,220757,63.0,67.0,18.4,220757
1730247000,220757,45.0,74.0,17.3,220757
1730304000,220757,50.0,72.8,14.4,220757
1730808000,220757,64.4,66.8,3.5,220757
1730837400,220757,44.8,76.0,4.1,220757
1730793600,220757,62.4,67.6,3.3,220757
1730846400,220757,68.8,68.2,5.3,220757
1730825400,220757,56.0,71.2,5.7,220757
1730895600,220757,72.4,65.0,6.4,220757
1730872800,220757,77.0,66.0,2.0,220757
1730868600,220757,78.0,65.0,1.5,220757
1730869800,220757,78.0,66.0,1.6,220757
1730913600,220757,63.4,68.0,9.4,220757
1730755200,220757,67.4,69.0,6.0,220757
1730751600,220757,69.8,67.6,6.4,220757
1730725200,220757,67.0,65.4,8.8,220757
1730708400,220757,63.6,67.0,8.4,220757
1730697600,220757,59.0,68.8,8.4,220757
1730705400,220757,61.0,68.0,8.4,220757
1730686800,220757,53.6,69.0,8.2,220757
1730694600,220757,58.6,69.0,8.5,220757
1730971800,220757,65.4,51.6,7.7,220757
1730994600,220757,52.0,58.4,3.5,220757
1731003000,220757,49.6,59.6,3.2,220757
1730983200,220757,66.0,50.8,7.5,220757
1730997600,220757,51.6,57.8,2.8,220757
1730953800,220757,63.0,57.0,4.3,220757
1730591400,220757,38.0,60.0,11.3,220757
1730517600,220757,54.0,50.8,16.1,220757
1730506200,220757,49.0,54.0,12.5,220757
1730333400,220757,47.0,73.0,11.9,220757
1730364000,220757,66.4,68.0,6.3,220757
1730500800,220757,45.2,55.6,8.0,220757
1730485200,220757,47.2,54.0,3.0,220757
1730440200,220757,60.0,50.0,2.0,220757
1730498400,220757,43.2,57.0,5.3,220757
1730449200,220757,59.0,47.0,14.6,220757
1730503800,220757,47.2,55.0,12.2,220757
1730457600,220757,63.0,44.0,2.1,220757
1730655000,220757,34.75,69.75,3.2,220757
1730599200,220757,42.0,55.8,14.8,220757
1731048000,220757,62.6,48.8,23.5,220757
1731028200,220757,56.0,54.0,11.8,220757
1731039000,220757,62.0,50.0,24.9,220757
1731043800,220757,62.0,49.2,24.9,220757
1731025800,220757,54.2,55.0,8.0,220757
1731029400,220757,56.4,54.0,14.2,220757
1731050400,220757,64.0,48.0,31.1,220757
1730224200,220757,43.0,78.6,14.7,220757
1730195400,220757,71.2,64.0,22.5,220757
1730203800,220757,72.6,63.0,24.5,220757
1730189400,220757,69.0,64.0,20.4,220757
1730194800,220757,71.4,64.0,22.6,220757
1730248800,220757,46.0,73.4,17.4,220757
1730293200,220757,68.4,64.0,23.0,220757
1730279400,220757,63.6,67.0,22.5,220757
1730262000,220757,54.8,69.6,17.7,220757
1730265600,220757,58.0,69.0,19.6,220757
1730259000,220757,52.2,70.0,16.8,220757
1730281200,220757,65.4,66.0,23.4,220757
1730319000,220757,37.0,80.0,10.4,220757
1730289600,220757,68.6,64.0,24.4,220757
1730774400,220757,60.0,69.8,4.6,220757
1730794200,220757,62.6,67.0,3.3,220757
1730814600,220757,63.4,68.0,4.9,220757
1730803800,220757,64.8,67.0,3.0,220757
1730841600,220757,47.8,75.0,4.3,220757
1730791800,220757,61.0,68.0,3.3,220757
1730783400,220757,58.8,68.0,4.3,220757
1730852400,220757,75.4,67.2,5.1,220757
1730853000,220757,76.4,66.8,4.7,220757
1730906400,220757,71.0,66.6,11.9,220757
1730866200,220757,79.0,66.6,4.1,220757
1730887200,220757,73.0,63.8,4.1,220757
1730856000,220757,76.8,67.0,3.0,220757
1730932800,220757,62.6,64.0,8.0,220757
1730688000,220757,55.0,68.8,8.3,220757
1730691000,220757,57.4,69.0,7.7,220757
1730700000,220757,58.0,69.0,8.1,220757
1730678400,220757,49.0,70.2,6.7,220757
1730764200,220757,63.2,70.0,5.4,220757
1730726400,220757,66.0,66.0,8.5,220757
1730976000,220757,65.8,51.2,8.8,220757
1730978400,220757,66.2,50.8,8.7,220757
1730956800,220757,63.0,57.0,3.3,220757
1730938200,220757,64.6,61.0,5.7,220757
1730538600,220757,59.8,46.0,9.8,220757
1730508600,220757,50.4,52.4,10.8,220757
1730549400,220757,61.0,44.0,15.0,220757
1730564400,220757,48.8,56.4,7.5,220757
1730570400,220757,40.8,61.2,5.2,220757
1730535600,220757,58.0,46.6,9.6,220757
1730584200,220757,31.2,65.2,3.8,220757
1730543400,220757,61.0,44.4,11.2,220757
1730554200,220757,59.6,47.0,77.1,220757
1730338800,220757,48.6,72.0,10.6,220757
1730390400,220757,73.0,65.8,1.7,220757
1730355000,220757,61.0,69.0,5.3,220757
1730364600,220757,66.8,67.4,6.5,220757
1730359200,220757,64.6,68.0,5.3,220757
1730415600,220757,68.0,66.0,4.9,220757
1730365200,220757,67.6,67.6,6.4,220757
1730454600,220757,61.2,46.0,7.8,220757
1730483400,220757,48.6,53.2,3.8,220757
1730465400,220757,63.0,43.6,1.7,220757
1730446800,220757,58.2,47.8,11.6,220757
1730647200,220757,41.5,60.0,4.0,220757
1731025200,220757,54.0,55.6,8.1,220757
1731055800,220757,63.0,46.8,35.3,220757
1731091800,220757,38.8,63.6,2.8,220757
1731035400,220757,60.4,51.0,33.5,220757
1731052200,220757,63.6,48.0,22.1,220757
1731030600,220757,57.0,53.0,14.6,220757
1730188200,220757,67.6,63.8,19.8,220757
1730232600,220757,36.6,80.8,14.1,220757
1730206200,220757,72.4,63.4,24.5,220757
1730301000,220757,53.2,71.2,14.8,220757
1730256000,220757,49.8,71.6,16.7,220757
1730309400,220757,42.6,77.6,13.4,220757
1730248200,220757,45.8,74.0,17.3,220757
1730297400,220757,61.2,67.6,17.9,220757
1730809200,220757,64.6,66.8,3.9,220757
1730765400,220757,62.8,70.6,5.3,220757
1730826600,220757,52.8,73.2,5.3,220757
1730790600,220757,60.2,68.0,3.5,220757
1730907600,220757,69.8,66.8,12.1,220757
1730896800,220757,72.2,65.0,13.8,220757
1730908800,220757,69.6,67.0,12.3,220757
1730689200,220757,55.0,69.4,7.8,220757
1730715600,220757,65.8,66.0,8.6,220757
1730740800,220757,59.2,70.8,5.8,220757
1730714400,220757,65.4,66.8,8.3,220757
1730704200,220757,61.0,67.8,8.4,220757
1731010200,220757,49.2,59.0,3.0,220757
1731006600,220757,50.4,58.6,4.4,220757
1730510400,220757,51.6,51.8,11.3,220757
1730509200,220757,51.0,52.0,10.9,220757
1730525400,220757,57.0,48.0,13.8,220757
1730534400,220757,57.8,47.0,12.6,220757
1730545200,220757,61.8,44.0,11.1,220757
1730511600,220757,52.0,52.0,13.4,220757
1730336400,220757,47.8,72.4,11.1,220757
1730410200,220757,69.4,67.0,2.8,220757
1730356200,220757,62.0,68.8,5.4,220757
1730358000,220757,63.0,68.0,5.2,220757
1730343600,220757,50.4,71.0,8.0,220757
1730436600,220757,63.0,51.8,1.1,220757
1730491200,220757,44.4,57.0,4.6,220757
1730434200,220757,64.4,53.0,6.1,220757
1730455200,220757,61.8,46.0,2.0,220757
1730470200,220757,60.4,45.0,2.4,220757
1730453400,220757,61.0,46.8,10.2,220757
1730461200,220757,64.0,43.0,1.5,220757
1730425200,220757,64.2,56.8,2.5,220757
1730672400,220757,47.2,71.0,8.1,220757
1731053400,220757,64.0,47.2,33.0,220757
1731071400,220757,67.0,46.6,27.2,220757
1731067800,220757,66.4,45.2,22.2,220757
1731074400,220757,65.2,49.2,18.5,220757
1731036600,220757,62.0,50.6,25.1,220757
1731081600,220757,48.0,56.4,3.8,220757
1730254800,220757,49.0,72.0,16.4,220757
1730326200,220757,38.0,77.0,10.0,220757
1730325600,220757,39.0,77.2,10.5,220757
1730812800,220757,64.0,67.2,4.5,220757
1730848200,220757,69.4,68.2,5.3,220757
1730838000,220757,45.0,76.0,4.1,220757
1730773200,220757,60.0,70.0,4.5,220757
1730839200,220757,45.0,76.2,4.1,220757
1730912400,220757,63.4,68.0,6.8,220757
1730875800,220757,74.0,64.6,1.9,220757
1730885400,220757,74.6,63.0,3.7,220757
1730856600,220757,76.0,67.0,2.8,220757
1730884200,220757,74.2,63.8,3.7,220757
1730713800,220757,65.0,66.4,8.2,220757
1730728800,220757,71.0,65.0,8.8,220757
1730719800,220757,66.2,65.8,8.4,220757
1730969400,220757,63.0,53.0,5.2,220757
1730961000,220757,63.0,56.0,4.9,220757
1730983800,220757,66.2,50.4,8.5,220757
1731017400,220757,48.0,59.0,4.8,220757
1730949000,220757,63.2,58.0,4.1,220757
1730587800,220757,34.0,62.2,5.8,220757
1730541600,220757,61.0,44.8,10.6,220757
1730567400,220757,45.6,58.8,7.1,220757
1730505600,220757,49.0,54.0,13.8,220757
1730541000,220757,60.6,45.0,10.5,220757
1730383800,220757,76.4,64.0,2.4,220757
1730347800,220757,54.0,69.6,6.7,220757
1730339400,220757,48.0,72.0,10.0,220757
1730346600,220757,53.4,69.6,7.2,220757
1730379000,220757,73.8,68.0,7.6,220757
1730437800,220757,61.8,51.0,0.9,220757
1730500200,220757,45.0,55.8,6.7,220757
1730481000,220757,51.8,51.0,2.5,220757
1730458800,220757,65.6,44.0,1.9,220757
1730445600,220757,58.2,48.0,2.3,220757
1730664000,220757,41.0,72.0,4.7,220757
1730638800,220757,46.8,54.0,6.5,220757
1730598600,220757,42.0,56.2,15.9,220757
1730637000,220757,48.0,53.0,6.7,220757
1730613600,220757,45.6,54.0,11.8,220757
1730610000,220757,44.0,55.0,15.0,220757
1730631600,220757,48.4,53.0,7.8,220757
1731088800,220757,40.4,62.0,3.2,220757
1731058800,220757,64.0,47.0,38.5,220757
1730194200,220757,71.0,64.0,22.1,220757
1730206800,220757,72.2,63.8,24.8,220757
1730191800,220757,69.4,64.2,21.1,220757
1730215200,220757,55.8,72.2,18.8,220757
1730204400,220757,72.4,63.4,24.1,220757
1730245200,220757,44.6,74.8,17.1,220757
1730247600,220757,45.6,74.0,17.4,220757
1730290800,220757,69.2,64.0,24.6,220757
1730283600,220757,67.25,65.5,24.0,220757
1730269800,220757,60.4,69.0,21.5,220757
1730282400,220757,66.6,65.8,24.1,220757
1730331600,220757,45.8,74.0,11.4,220757
1730327400,220757,39.4,76.4,10.3,220757
1730776200,220757,60.2,69.0,4.3,220757
1730823600,220757,55.2,71.8,5.9,220757
1730886600,220757,74.2,64.0,3.9,220757
1730863200,220757,77.6,66.8,2.9,220757
1730928600,220757,59.4,68.0,5.4,220757
1730869200,220757,78.0,65.8,1.7,220757
1730905200,220757,72.6,66.0,11.9,220757
1730710800,220757,64.8,66.4,8.8,220757
1730745000,220757,63.6,70.0,6.8,220757
1730722800,220757,66.4,65.2,8.9,220757
1730721000,220757,66.2,65.6,9.0,220757
1730748000,220757,67.6,69.2,7.6,220757
1730946000,220757,64.4,58.0,4.3,220757
1730954400,220757,62.8,57.0,3.9,220757
1731023400,220757,52.0,56.8,10.6,220757
1730979000,220757,66.8,50.8,7.5,220757
1731022800,220757,52.0,57.0,12.0,220757
1731015000,220757,47.6,59.0,2.9,220757
1730572200,220757,38.8,63.0,4.9,220757
1730516400,220757,54.0,51.0,14.6,220757
1730362800,220757,66.2,67.8,6.3,220757
1730363400,220757,66.0,67.8,6.1,220757
1730400600,220757,68.8,67.2,1.4,220757
1730338200,220757,48.0,72.0,10.7,220757
1730463000,220757,63.0,43.0,1.5,220757
1730422800,220757,66.6,59.4,3.9,220757
1730432400,220757,64.4,53.4,3.2,220757
1730419800,220757,68.6,66.0,6.1,220757
1730499600,220757,44.6,56.0,5.9,220757
1730438400,220757,60.8,50.8,1.1,220757
