time_stamp,sensor_index,humidity,temperature,pm2.5_atm,sensor_id
1731542400,220759,100.0,-233.0,16.488,220759
1731592800,220759,100.0,-233.0,24.117,220759
1731560400,220759,100.0,-233.0,12.782,220759
1730638800,220759,69.633,-233.0,15.335,220759
1730660400,220759,47.334,-233.0,6.899,220759
1730656800,220759,41.3,-233.0,11.356000000000002,220759
1730613600,220759,73.4,-233.0,13.744,220759
1730592000,220759,52.3,-233.0,39.2055,220759
1730635200,220759,73.5,-233.0,9.1835,220759
1730624400,220759,79.3,-233.0,12.739,220759
1730674800,220759,77.2,-233.0,11.392,220759
1730599200,220759,65.466,-233.0,20.052,220759
1731182400,220759,46.434,-233.0,11.948,220759
1731164400,220759,78.8,-233.0,12.7665,220759
1731114000,220759,66.867,-233.0,136.93200000000002,220759
1731110400,220759,57.833,-233.0,64.447,220759
1731153600,220759,95.733,-233.0,14.012,220759
1731142800,220759,87.5,-233.0,14.285,220759
1731132000,220759,74.6,-233.0,12.083,220759
1731117600,220759,73.166,-233.0,56.9575,220759
1731146400,220759,90.267,-233.0,13.5035,220759
1730772000,220759,100.0,-233.0,8.732,220759
1730818800,220759,100.0,-233.0,7.263,220759
1730786400,220759,100.0,-233.0,4.6755,220759
1730800800,220759,100.0,-233.0,3.377,220759
1730822400,220759,94.8,-233.0,7.1935,220759
1731355200,220759,64.867,-233.0,3.3875,220759
1731283200,220759,74.3,-233.0,1.532,220759
1731315600,220759,99.934,-233.0,2.0535,220759
1731333600,220759,100.0,-233.0,5.286,220759
1731340800,220759,85.8,-233.0,6.386,220759
1731286800,220759,76.8,-233.0,1.652,220759
1731294000,220759,84.833,-233.0,1.006,220759
1730736000,220759,100.0,-233.0,8.802,220759
1730728800,220759,100.0,-233.0,12.6905,220759
1730685600,220759,86.267,-233.0,11.8575,220759
1730725200,220759,100.0,-233.0,12.2855,220759
1730682000,220759,79.767,-233.0,9.8945,220759
1730883600,220759,100.0,-233.0,4.718,220759
1730916000,220759,93.767,-233.0,8.193999999999999,220759
1730894400,220759,100.0,-233.0,8.743500000000001,220759
1730887200,220759,100.0,-233.0,5.0985,220759
1731002400,220759,69.933,-233.0,4.7255,220759
1730991600,220759,94.4,-233.0,3.405,220759
1730984400,220759,100.0,-233.0,8.624500000000001,220759
1730977200,220759,100.0,-233.0,5.242,220759
1731006000,220759,68.7,-233.0,5.8985,220759
1731430800,220759,76.467,-233.0,3.291,220759
1731384000,220759,81.0,-233.0,0.776,220759
1731398400,220759,89.733,-233.0,1.1920000000000002,220759
1731387600,220759,82.434,-233.0,0.675,220759
1731441600,220759,72.633,-233.0,5.749499999999999,220759
1731438000,220759,75.092,-233.0,3.8895,220759
1731369600,220759,62.133,-233.0,5.344,220759
1731394800,220759,86.8,-233.0,1.231,220759
1731434400,220759,73.133,-233.0,2.9295,220759
1731812400,220759,99.5,-233.0,15.7375,220759
1731823200,220759,100.0,-233.0,10.286,220759
1731855600,220759,99.733,-233.0,11.476,220759
1731848400,220759,100.0,-233.0,11.045,220759
1731801600,220759,91.767,-233.0,19.2835,220759
1731675600,220759,100.0,-233.0,23.9865,220759
1731697200,220759,94.434,-233.0,25.633,220759
1731650400,220759,100.0,-233.0,36.04,220759
1732183200,220759,100.0,-233.0,3.301,220759
1732172400,220759,90.933,-233.0,1.3115,220759
1732147200,220759,49.133,-233.0,0.3825,220759
1732215600,220759,97.334,-233.0,5.229,220759
1731250800,220759,100.0,-233.0,6.689500000000001,220759
1731268800,220759,65.1,-233.0,2.5495,220759
1731214800,220759,61.708,-233.0,9.621,220759
1731261600,220759,86.733,-233.0,2.532,220759
1731232800,220759,100.0,-233.0,16.566000000000003,220759
1731279600,220759,75.3,-233.0,4.5245,220759
1731236400,220759,100.0,-233.0,9.6525,220759
1731272400,220759,68.433,-233.0,3.3325,220759
1731211200,220759,57.8,-233.0,9.276,220759
1731254400,220759,100.0,-233.0,5.048,220759
1731247200,220759,100.0,-233.0,6.57,220759
1731276000,220759,75.567,-233.0,5.246,220759
1731535200,220759,83.367,-233.0,13.747,220759
